"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Male","disloyal Customer",24,"Business travel","Business",1005,"5","0","5","3","2","5","2","2","5","3","5","3","4","2",59,51,"satisfied"
"Male","Loyal Customer",50,"Business travel","Eco",236,"4","3","3","3","4","4","4","4","2","1","2","5","2","4",0,0,"satisfied"
"Female","Loyal Customer",25,"Business travel","Business",2290,"3","2","4","2","3","3","3","3","1","5","4","3","4","3",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",15,"Personal Travel","Eco",2603,"2","1","2","2","4","2","4","4","1","3","2","1","2","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",18,"Business travel","Eco",631,"1","2","1","3","5","1","3","5","2","2","3","1","3","5",0,7,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Business travel","Eco",198,"4","0","3","4","3","3","3","3","1","1","4","1","1","3",1,7,"satisfied"
"Male","Loyal Customer",50,"Business travel","Business",3755,"3","1","4","4","4","3","2","3","3","3","3","2","3","2",9,8,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Personal Travel","Eco",302,"3","5","3","1","5","3","5","5","3","2","4","4","5","5",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",21,"Business travel","Business",3869,"3","3","3","3","3","3","3","3","4","2","3","3","3","3",27,16,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",469,"2","2","2","2","5","5","4","5","5","5","5","5","5","3",0,0,"satisfied"
"Female","Loyal Customer",8,"Personal Travel","Eco",393,"1","3","1","3","4","1","4","4","3","5","2","4","4","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Business",486,"5","0","5","1","2","5","2","2","5","4","4","4","4","2",0,0,"satisfied"
"Female","Loyal Customer",26,"Business travel","Business",371,"3","3","3","3","4","4","4","4","4","2","4","5","5","4",38,36,"satisfied"
"Male","Loyal Customer",42,"Business travel","Business",3713,"5","5","5","5","4","5","4","4","4","4","4","5","4","4",0,12,"satisfied"
"Female","Loyal Customer",51,"Business travel","Business",2072,"3","3","3","3","5","4","4","2","2","2","2","5","2","5",0,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",1698,"3","3","3","3","3","4","4","4","4","4","4","3","4","3",0,0,"satisfied"
"Female","Loyal Customer",33,"Personal Travel","Eco",331,"1","4","1","1","2","1","2","2","3","5","5","2","3","2",21,21,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Business",3520,"2","5","5","5","2","2","2","4","1","4","4","2","3","2",338,322,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",621,"3","0","3","2","2","3","2","2","4","3","4","5","4","2",0,8,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",1134,"5","5","5","5","3","5","4","4","4","5","4","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",2483,"1","1","1","1","4","5","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",52,"Business travel","Business",451,"1","4","4","4","2","3","3","1","1","1","1","3","1","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",76,"Business travel","Business",3381,"4","2","4","4","4","4","1","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","Loyal Customer",22,"Business travel","Business",387,"2","5","5","5","2","3","2","2","1","4","3","4","3","2",22,36,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",247,"3","2","2","2","5","3","3","3","3","3","3","3","3","1",0,9,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Personal Travel","Eco",550,"2","5","3","2","5","3","5","5","4","2","4","5","5","5",10,11,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Personal Travel","Eco",1488,"3","1","4","4","1","4","3","5","5","4","5","2","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",62,"Personal Travel","Eco",2253,"2","5","2","2","1","2","2","1","3","5","5","3","2","1",4,4,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Business",2258,"5","5","4","5","2","5","4","4","4","4","5","5","4","4",0,113,"satisfied"
"Female","Loyal Customer",31,"Business travel","Business",2741,"2","2","2","2","3","4","3","3","5","2","5","4","5","3",3,0,"satisfied"
"Male","Loyal Customer",43,"Business travel","Business",2419,"1","1","1","1","5","5","5","3","5","5","4","5","4","5",304,288,"satisfied"
"Male","Loyal Customer",31,"Business travel","Business",3099,"2","5","5","5","2","2","2","2","4","3","3","2","3","2",2,6,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Personal Travel","Eco Plus",630,"1","1","1","2","4","1","4","4","1","4","2","4","2","4",12,22,"neutral or dissatisfied"
"Female","disloyal Customer",42,"Business travel","Eco",224,"4","5","3","3","3","3","3","3","4","2","4","4","2","3",10,0,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Business",1641,"1","1","1","1","4","4","5","4","3","2","4","4","5","4",0,0,"satisfied"
"Male","Loyal Customer",48,"Business travel","Business",1966,"4","4","4","4","2","4","4","3","3","4","3","4","3","4",0,0,"satisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",871,"1","3","1","2","2","1","2","2","3","4","4","4","5","2",2,0,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Eco",811,"5","2","2","2","5","5","5","5","4","4","3","3","4","5",38,52,"satisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",967,"4","5","4","1","3","4","3","3","5","3","5","5","5","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Business travel","Eco",1249,"4","4","4","4","2","4","2","2","5","1","5","4","5","2",0,0,"satisfied"
"Female","Loyal Customer",23,"Business travel","Business",2359,"2","2","2","2","2","3","2","2","2","1","3","1","3","2",98,76,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",3263,"5","5","5","5","5","4","4","3","3","3","3","3","3","4",2,0,"satisfied"
"Male","disloyal Customer",21,"Business travel","Eco",248,"2","2","2","3","3","2","1","3","4","4","4","3","3","3",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business travel","Business",295,"1","1","1","1","4","4","4","4","5","3","4","3","5","4",3,2,"satisfied"
"Female","disloyal Customer",16,"Business travel","Eco",861,"3","3","3","3","1","3","1","1","4","5","4","4","4","1",48,56,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Personal Travel","Eco",2454,"1","5","1","4","2","1","2","2","3","2","3","5","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco Plus",369,"4","1","4","3","4","4","4","4","2","4","4","3","4","4",33,33,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Business travel","Business",391,"1","1","1","1","4","5","5","5","5","5","5","3","5","3",3,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",3685,"0","1","1","4","4","4","5","1","1","1","1","3","1","5",89,85,"satisfied"
"Female","Loyal Customer",70,"Personal Travel","Eco Plus",1012,"1","5","1","2","1","5","3","5","5","1","2","2","5","3",35,37,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Business",991,"5","5","5","5","3","4","5","5","5","5","5","5","5","5",13,0,"satisfied"
"Male","Loyal Customer",43,"Personal Travel","Eco",507,"2","1","2","4","5","2","5","5","1","5","4","1","4","5",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Business",3875,"5","5","2","5","4","5","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",37,"Personal Travel","Business",646,"3","2","2","3","4","3","3","5","5","2","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Personal Travel","Eco",1208,"4","3","4","4","3","4","3","3","3","2","4","3","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",1634,"5","5","5","5","1","5","2","5","5","5","5","5","5","3",0,0,"satisfied"
"Female","Loyal Customer",38,"Business travel","Business",1368,"2","2","2","2","2","4","4","3","3","3","3","5","3","3",4,2,"satisfied"
"Male","Loyal Customer",52,"Business travel","Business",3728,"4","4","2","4","2","5","4","4","4","4","4","3","4","5",0,20,"satisfied"
"Female","disloyal Customer",11,"Business travel","Eco",1096,"2","2","2","4","5","2","5","5","2","5","3","3","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Eco",2614,"1","5","5","5","1","1","1","3","1","4","4","1","1","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Business travel","Eco Plus",669,"5","2","2","2","5","5","5","5","3","4","4","5","4","5",8,1,"satisfied"
"Female","disloyal Customer",31,"Business travel","Eco",1185,"1","1","1","3","5","1","5","5","2","2","3","4","5","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",30,"Business travel","Eco",867,"1","1","1","3","1","1","1","1","2","4","1","4","3","1",3,16,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",2586,"3","3","3","3","2","2","2","4","2","5","5","2","2","2",0,8,"satisfied"
"Female","Loyal Customer",17,"Business travel","Business",3968,"4","4","4","4","3","3","3","3","4","2","5","5","4","3",20,9,"satisfied"
"Male","disloyal Customer",44,"Business travel","Business",304,"3","3","3","4","2","3","2","2","4","3","5","3","5","2",0,0,"satisfied"
"Male","Loyal Customer",9,"Business travel","Eco",1174,"2","4","2","4","2","2","1","2","1","5","3","4","3","2",0,4,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business travel","Business",819,"2","2","2","2","2","1","2","2","1","4","3","1","3","2",18,6,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Business travel","Eco",622,"2","3","3","3","2","2","3","2","1","3","2","2","2","2",7,6,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Personal Travel","Eco",642,"2","5","2","2","3","5","5","5","5","2","5","3","5","3",0,7,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",1635,"3","3","3","3","5","4","4","3","3","3","3","5","3","4",24,15,"satisfied"
"Female","Loyal Customer",68,"Business travel","Business",2078,"1","2","4","4","2","3","3","3","3","3","1","3","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Personal Travel","Eco Plus",337,"3","2","3","3","1","3","1","1","3","3","4","4","3","1",9,7,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Personal Travel","Business",1037,"2","4","2","3","3","4","4","3","3","2","3","5","3","3",0,30,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",2461,"1","1","1","1","5","5","4","4","4","4","4","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",27,"Business travel","Business",2419,"2","3","2","2","5","5","5","3","5","3","3","5","1","5",0,0,"satisfied"
"Male","disloyal Customer",19,"Business travel","Eco",971,"4","4","4","4","3","4","3","3","2","1","3","4","4","3",29,31,"neutral or dissatisfied"
"Female","disloyal Customer",41,"Business travel","Business",414,"3","3","3","1","5","5","5","5","2","5","2","5","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Personal Travel","Eco",135,"4","0","4","3","3","4","3","3","1","4","5","3","4","3",0,0,"satisfied"
"Female","Loyal Customer",57,"Business travel","Business",325,"0","0","0","4","3","4","5","3","3","2","2","5","3","5",11,16,"satisfied"
"Male","Loyal Customer",25,"Business travel","Business",3601,"3","3","3","3","4","4","4","4","4","5","5","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",37,"Business travel","Eco",332,"2","3","4","3","2","2","2","2","4","2","4","1","4","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",63,"Business travel","Business",271,"5","5","5","2","3","5","3","3","5","3","4","5","4","3",17,29,"satisfied"
"Male","Loyal Customer",44,"Business travel","Eco",1021,"3","1","2","1","3","3","3","3","1","1","3","3","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Personal Travel","Eco",404,"1","4","1","2","2","4","4","2","2","1","2","5","2","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",39,"Business travel","Business",1487,"2","2","2","4","4","2","4","4","4","5","5","4","4","4",0,22,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",1128,"3","4","3","3","4","3","4","5","5","3","5","5","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Business",1972,"2","2","2","2","5","1","2","2","2","2","2","2","2","1",0,10,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",251,"4","2","4","4","4","4","4","4","3","2","4","4","3","4",13,7,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Business",1460,"5","5","5","5","4","5","4","3","3","4","3","5","3","3",0,0,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",867,"4","4","4","3","3","4","3","3","1","4","4","1","3","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",38,"Business travel","Business",609,"1","1","1","2","2","1","3","2","5","2","5","4","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Business travel","Eco",224,"1","5","5","5","1","1","1","1","4","1","3","4","4","1",9,16,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",1739,"3","5","4","2","4","4","4","4","4","4","4","5","5","4",128,120,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",899,"5","4","5","4","5","5","2","5","1","2","4","4","3","5",43,32,"satisfied"
"Male","Loyal Customer",29,"Business travel","Business",3756,"3","3","3","3","3","5","3","3","2","4","5","4","1","3",9,3,"satisfied"
"Female","Loyal Customer",26,"Business travel","Business",1558,"1","1","5","1","1","1","1","1","3","4","3","1","3","1",0,3,"neutral or dissatisfied"
"Female","disloyal Customer",65,"Business travel","Business",444,"2","2","2","1","3","2","3","3","4","2","5","3","4","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",29,"Business travel","Eco Plus",1497,"1","1","1","4","4","1","4","4","4","4","3","2","3","4",118,107,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Eco",145,"3","0","3","2","5","3","5","5","4","1","1","1","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",1201,"4","4","4","4","4","4","4","1","2","3","3","4","4","4",186,180,"satisfied"
"Female","disloyal Customer",22,"Business travel","Eco",746,"0","0","0","3","3","0","3","3","2","3","5","2","2","3",26,3,"satisfied"
"Male","Loyal Customer",38,"Business travel","Eco",770,"4","1","1","1","4","4","4","4","2","2","2","3","3","4",0,30,"satisfied"
"Female","Loyal Customer",29,"Business travel","Business",1602,"2","2","2","2","5","5","3","5","3","3","5","2","3","5",0,0,"satisfied"
"Male","Loyal Customer",45,"Business travel","Business",1558,"4","3","3","3","4","4","3","4","4","4","4","4","4","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",30,"Business travel","Eco Plus",484,"2","2","2","5","1","2","1","1","2","5","1","2","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Business",488,"4","4","4","4","2","5","1","4","4","4","4","5","4","3",0,0,"satisfied"
"Male","disloyal Customer",33,"Business travel","Eco",642,"3","4","3","3","5","3","5","5","5","2","3","5","1","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",65,"Personal Travel","Eco",507,"2","4","3","4","4","4","4","4","4","3","4","4","4","3",7,1,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Personal Travel","Eco Plus",1846,"4","5","4","1","4","4","4","4","2","3","5","1","5","4",0,0,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",347,"3","0","3","1","5","3","5","5","3","5","4","5","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",447,"2","2","2","2","4","4","4","3","3","3","3","3","3","4",41,50,"satisfied"
"Female","Loyal Customer",36,"Business travel","Business",2002,"3","3","3","3","4","4","5","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco",328,"3","3","3","4","3","4","3","3","3","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business travel","Business",1416,"3","3","3","3","4","4","4","4","5","2","4","4","4","4",21,4,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",2217,"4","4","4","4","3","3","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",2585,"1","5","1","1","4","1","4","4","1","5","4","1","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",3983,"4","4","4","4","2","4","5","5","5","5","5","4","5","3",0,0,"satisfied"
"Male","disloyal Customer",20,"Business travel","Eco",1056,"3","3","3","3","5","3","5","5","2","4","2","4","2","5",13,7,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",431,"0","4","0","1","2","0","2","2","4","4","4","5","5","2",37,121,"satisfied"
"Male","disloyal Customer",26,"Business travel","Business",361,"5","1","5","4","5","5","5","5","4","3","4","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",35,"Business travel","Business",744,"3","3","3","3","4","5","5","5","5","5","5","4","5","5",0,0,"satisfied"
"Male","Loyal Customer",13,"Personal Travel","Eco",473,"1","5","4","2","1","4","4","1","5","3","2","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",200,"2","2","2","2","2","3","2","3","3","4","5","2","3","1",0,0,"satisfied"
"Female","Loyal Customer",63,"Personal Travel","Eco",356,"0","5","0","2","0","5","5","5","3","5","5","5","4","5",178,163,"satisfied"
